Income,Recency,Complain,Response,umur,Tinngal_dengan,anak,pendidikan,Pengeluaran_2thn,kemakan_iklan,tempat_beli
18100.0,14,0,0,78,Partner,0,Graduate,14,0,4
30279.0,13,0,0,35,Alone,1,Graduate,37,0,5
20130.0,99,0,0,50,Partner,0,Undergraduate,34,0,5
23295.0,72,0,0,65,Alone,0,Graduate,20,0,4
42618.0,92,0,0,52,Alone,1,Postgraduate,192,0,11
81246.0,87,0,0,60,Alone,0,Graduate,1379,2,17
24027.0,7,0,0,48,Partner,1,Graduate,48,0,7
55707.0,91,0,0,71,Partner,1,Postgraduate,428,0,16
57959.0,71,0,0,69,Alone,1,Graduate,868,0,27
56796.0,24,0,0,55,Partner,1,Graduate,1001,0,27
36230.0,17,0,0,53,Alone,1,Postgraduate,59,0,7
70829.0,87,0,0,44,Partner,2,Undergraduate,431,0,16
65991.0,21,0,0,48,Partner,1,Graduate,971,0,27
38988.0,90,0,0,52,Partner,3,Graduate,348,0,19
89572.0,44,0,1,58,Alone,0,Undergraduate,2059,2,24
42207.0,71,0,1,40,Partner,1,Postgraduate,265,1,14
50300.0,52,0,0,72,Partner,1,Graduate,270,0,13
66664.0,78,0,0,42,Partner,0,Undergraduate,1289,0,19
60597.0,2,0,1,60,Partner,1,Graduate,893,1,16
70165.0,60,0,0,75,Alone,0,Graduate,926,0,22
50520.0,25,0,0,66,Alone,1,Postgraduate,135,0,9
80124.0,47,0,0,61,Partner,0,Graduate,1495,1,19
33183.0,46,0,0,49,Partner,1,Graduate,120,0,9
66582.0,83,0,0,55,Alone,0,Postgraduate,1288,0,20
75261.0,17,0,1,69,Partner,0,Postgraduate,1743,2,17
31880.0,13,0,0,54,Alone,1,Graduate,15,0,4
53790.0,86,0,0,73,Partner,2,Graduate,542,0,20
49269.0,92,0,0,53,Partner,1,Postgraduate,890,0,25
61456.0,47,0,0,49,Partner,1,Graduate,1388,0,33
37406.0,18,0,1,44,Partner,1,Graduate,17,0,4
56937.0,81,0,1,43,Partner,1,Postgraduate,906,1,30
38415.0,91,0,0,46,Partner,2,Graduate,44,0,6
20518.0,58,0,0,36,Alone,1,Graduate,25,0,5
62503.0,40,0,0,68,Partner,1,Graduate,973,0,26
41644.0,67,0,0,52,Alone,2,Postgraduate,31,0,6
55842.0,19,0,0,47,Partner,1,Postgraduate,518,0,17
62010.0,93,0,0,52,Partner,1,Postgraduate,530,0,19
41124.0,41,0,0,47,Partner,1,Graduate,506,0,21
38961.0,60,0,0,51,Partner,1,Postgraduate,70,0,6
37760.0,54,0,0,52,Alone,1,Postgraduate,54,0,6
32233.0,26,0,1,50,Alone,1,Graduate,296,1,12
43057.0,30,0,0,49,Partner,1,Graduate,266,0,15
83151.0,93,0,0,64,Partner,0,Postgraduate,747,0,19
78825.0,35,0,1,60,Alone,0,Postgraduate,895,0,29
65104.0,4,0,0,48,Partner,1,Postgraduate,1053,0,17
60093.0,92,0,0,50,Partner,1,Graduate,735,0,21
14045.0,24,0,0,55,Partner,1,Graduate,20,0,5
28457.0,96,0,0,72,Alone,0,Undergraduate,205,0,10
78952.0,11,0,0,66,Partner,1,Postgraduate,2092,0,21
46310.0,99,0,0,48,Alone,1,Graduate,309,0,14
76005.0,72,0,0,69,Partner,0,Graduate,1722,1,22
58308.0,77,0,0,60,Alone,1,Postgraduate,900,0,15
55614.0,85,0,0,80,Alone,0,Postgraduate,682,1,20
59432.0,88,0,0,62,Alone,1,Postgraduate,663,0,22
55563.0,22,0,0,46,Alone,1,Graduate,43,0,6
78642.0,83,0,0,53,Partner,1,Postgraduate,1816,0,18
67911.0,63,0,0,75,Partner,1,Postgraduate,976,0,27
65275.0,9,0,0,80,Partner,0,Graduate,746,0,21
27203.0,92,0,0,74,Partner,2,Graduate,64,0,6
48330.0,2,0,0,63,Partner,1,Postgraduate,32,0,5
24279.0,6,0,0,34,Partner,0,Undergraduate,263,0,9
64355.0,66,0,0,39,Partner,1,Postgraduate,1445,0,21
50943.0,49,0,0,68,Partner,1,Postgraduate,46,0,5
53653.0,29,0,0,71,Alone,0,Graduate,1210,0,28
65665.0,77,0,0,48,Partner,1,Graduate,945,0,24
81217.0,77,0,0,35,Alone,0,Graduate,1157,0,22
34935.0,71,0,0,32,Partner,0,Graduate,137,0,8
61250.0,49,0,0,65,Alone,1,Graduate,730,0,25
39665.0,97,0,0,43,Partner,1,Postgraduate,216,1,12
60152.0,6,0,0,45,Alone,1,Graduate,943,0,23
48920.0,93,0,0,60,Partner,2,Graduate,347,1,16
89120.0,78,0,0,65,Partner,0,Postgraduate,1924,1,19
44124.0,62,0,0,78,Partner,1,Postgraduate,397,0,17
81169.0,47,0,0,49,Alone,0,Postgraduate,2089,0,22
36443.0,9,0,0,63,Partner,2,Graduate,138,0,11
26095.0,77,0,0,34,Alone,1,Graduate,42,0,5
71367.0,24,0,0,65,Partner,0,Graduate,777,0,17
80184.0,19,0,0,80,Partner,0,Postgraduate,1902,2,20
30630.0,67,0,0,59,Alone,2,Graduate,52,0,7
73454.0,95,0,0,37,Alone,0,Postgraduate,1651,1,13
42691.0,48,0,0,33,Partner,0,Graduate,358,0,13
70503.0,73,0,0,71,Partner,0,Graduate,1727,2,16
25545.0,35,0,1,37,Partner,1,Graduate,210,0,10
32880.0,76,0,0,38,Partner,1,Graduate,42,0,5
77863.0,20,0,0,66,Partner,0,Postgraduate,1291,0,20
50353.0,72,0,0,47,Partner,0,Postgraduate,442,0,15
61839.0,20,0,0,60,Alone,0,Graduate,1895,0,17
49154.0,69,0,0,64,Partner,2,Postgraduate,411,0,19
47682.0,80,0,0,49,Alone,1,Undergraduate,521,0,19
72679.0,65,0,0,55,Alone,1,Graduate,1168,0,17
57954.0,52,0,0,47,Partner,2,Postgraduate,493,1,23
65316.0,65,0,0,62,Partner,2,Graduate,260,0,12
28567.0,57,0,0,42,Alone,1,Graduate,46,0,7
47352.0,70,0,0,73,Partner,1,Postgraduate,319,0,16
44931.0,0,0,0,57,Partner,1,Graduate,96,0,7
76982.0,19,0,1,57,Alone,0,Graduate,1062,1,16
57247.0,50,0,0,72,Partner,1,Undergraduate,232,0,12
22944.0,67,0,0,43,Alone,1,Postgraduate,76,0,9
25315.0,46,0,0,47,Partner,1,Undergraduate,54,0,9
43638.0,37,0,0,55,Alone,1,Graduate,201,0,11
42710.0,38,0,0,40,Alone,1,Postgraduate,406,0,14
84169.0,9,0,1,42,Partner,0,Postgraduate,1919,2,20
54058.0,56,0,0,48,Partner,1,Graduate,662,0,20
24683.0,98,0,0,34,Partner,1,Undergraduate,41,0,8
85620.0,68,0,1,60,Alone,0,Graduate,1600,0,14
47850.0,72,0,0,44,Partner,1,Graduate,134,0,8
19514.0,47,0,1,56,Partner,2,Graduate,69,1,10
27159.0,33,0,0,51,Partner,2,Postgraduate,21,0,6
39548.0,87,0,0,61,Alone,2,Undergraduate,54,0,7
21474.0,0,0,1,35,Alone,1,Graduate,91,1,8
60504.0,73,0,0,53,Alone,1,Postgraduate,526,0,18
22419.0,74,0,0,61,Partner,0,Graduate,162,0,8
81698.0,4,0,1,75,Partner,0,Postgraduate,1008,0,25
43462.0,50,0,0,72,Partner,2,Graduate,240,0,16
54880.0,57,0,0,46,Alone,1,Postgraduate,795,0,21
79908.0,30,0,0,42,Partner,0,Graduate,1772,1,19
15315.0,27,0,0,54,Partner,0,Undergraduate,64,0,8
87771.0,61,0,1,65,Partner,1,Graduate,1957,4,20
33039.0,4,0,0,46,Partner,1,Graduate,78,0,7
81741.0,75,0,0,44,Alone,0,Graduate,1572,0,19
71499.0,12,0,0,53,Partner,1,Postgraduate,795,0,26
62466.0,13,0,0,54,Partner,1,Undergraduate,889,0,26
48799.0,9,0,0,61,Alone,1,Postgraduate,331,0,15
52157.0,48,0,0,74,Partner,1,Postgraduate,265,0,12
66565.0,80,0,0,62,Alone,1,Graduate,1065,0,19
29298.0,60,0,0,73,Partner,2,Postgraduate,11,0,4
47691.0,43,0,0,45,Alone,1,Graduate,21,0,4
38200.0,19,0,0,54,Partner,2,Graduate,17,0,4
44989.0,26,0,0,50,Partner,1,Graduate,369,0,16
38443.0,58,0,0,56,Partner,2,Postgraduate,38,0,6
38593.0,42,0,0,46,Alone,1,Undergraduate,177,0,11
64413.0,27,0,0,54,Partner,1,Postgraduate,279,0,12
36959.0,56,0,0,43,Partner,1,Postgraduate,62,0,7
61996.0,27,0,1,47,Partner,1,Postgraduate,1230,3,21
51287.0,10,0,0,56,Partner,2,Graduate,182,0,11
13260.0,48,0,0,54,Partner,2,Graduate,49,0,10
47472.0,39,0,0,58,Partner,2,Postgraduate,75,0,8
54603.0,85,0,0,68,Partner,2,Postgraduate,227,0,16
45207.0,64,0,0,50,Partner,2,Postgraduate,215,1,15
40689.0,69,0,0,73,Partner,1,Graduate,444,0,20
47821.0,54,0,0,57,Partner,2,Undergraduate,47,0,5
27450.0,57,0,0,73,Partner,0,Postgraduate,143,0,7
39453.0,64,0,0,41,Partner,1,Graduate,55,0,7
26850.0,10,0,0,53,Partner,2,Undergraduate,63,0,11
79800.0,65,0,1,69,Alone,0,Graduate,1867,3,22
61794.0,74,0,0,63,Partner,1,Postgraduate,611,0,20
53863.0,4,0,0,69,Partner,1,Graduate,473,1,18
24221.0,94,0,0,65,Partner,0,Graduate,55,0,6
39684.0,41,1,1,40,Alone,1,Postgraduate,81,0,7
92163.0,25,0,1,49,Partner,0,Postgraduate,2086,2,21
69882.0,94,0,0,59,Alone,0,Postgraduate,1478,0,20
33178.0,9,0,0,47,Partner,1,Graduate,49,0,5
59973.0,47,0,0,52,Partner,0,Postgraduate,382,0,15
17459.0,12,0,1,49,Partner,1,Postgraduate,69,0,9
23910.0,80,0,0,55,Alone,1,Graduate,67,0,6
42169.0,20,0,0,55,Partner,2,Postgraduate,30,0,6
26224.0,39,0,0,46,Partner,1,Undergraduate,63,0,9
31089.0,57,0,0,43,Partner,1,Graduate,79,0,10
30081.0,27,0,0,63,Alone,1,Graduate,42,0,5
62807.0,83,0,0,64,Partner,1,Graduate,819,0,23
72906.0,79,0,0,69,Alone,0,Graduate,1151,0,17
61467.0,69,0,0,76,Partner,2,Postgraduate,594,0,20
49618.0,77,0,0,58,Partner,2,Postgraduate,129,0,11
21888.0,15,0,1,38,Alone,1,Postgraduate,213,0,12
42429.0,99,0,0,51,Alone,1,Graduate,67,0,7
26150.0,61,0,0,68,Alone,3,Graduate,28,0,5
30801.0,23,0,0,49,Partner,1,Undergraduate,45,0,6
81168.0,84,0,0,59,Partner,0,Graduate,1193,1,18
26877.0,74,0,0,55,Alone,0,Postgraduate,268,0,12
45006.0,90,0,0,80,Alone,0,Postgraduate,266,0,12
18978.0,41,0,0,51,Partner,1,Undergraduate,37,0,5
22574.0,28,0,0,57,Partner,3,Graduate,37,0,7
48240.0,73,0,1,55,Alone,0,Postgraduate,882,0,25
45837.0,88,0,0,50,Partner,2,Graduate,373,0,18
35791.0,94,0,0,59,Alone,3,Postgraduate,35,0,6
162397.0,31,0,0,48,Partner,2,Postgraduate,107,0,1
54162.0,31,0,0,46,Alone,2,Graduate,42,0,5
30522.0,6,0,0,64,Partner,1,Postgraduate,326,0,17
54456.0,23,0,0,63,Partner,1,Postgraduate,404,0,17
31632.0,92,0,0,53,Alone,0,Graduate,95,0,6
72298.0,52,0,0,75,Alone,0,Graduate,939,2,14
36975.0,50,0,0,46,Alone,1,Undergraduate,33,0,5
72635.0,54,0,0,69,Partner,0,Undergraduate,981,1,21
13624.0,93,0,0,48,Partner,1,Graduate,36,0,7
84196.0,56,0,0,49,Alone,1,Graduate,1237,0,20
70971.0,28,0,1,64,Partner,1,Graduate,1825,0,34
34487.0,94,0,0,47,Alone,2,Postgraduate,103,0,9
28769.0,76,0,0,47,Alone,1,Graduate,191,0,12
69084.0,43,0,0,54,Partner,1,Postgraduate,1586,0,25
65488.0,46,0,0,66,Partner,0,Postgraduate,963,0,14
62466.0,13,0,0,54,Partner,1,Undergraduate,889,0,26
32218.0,27,0,1,64,Alone,0,Undergraduate,93,1,7
83917.0,12,0,1,51,Alone,0,Graduate,1587,0,21
46102.0,3,0,0,62,Alone,3,Graduate,16,0,4
84574.0,72,0,0,72,Alone,0,Graduate,1375,0,32
56181.0,6,0,0,62,Partner,1,Graduate,393,0,14
63120.0,53,0,1,74,Alone,1,Postgraduate,1477,0,26
73691.0,58,0,0,53,Partner,1,Graduate,1179,1,18
63381.0,78,0,0,64,Partner,1,Graduate,1005,0,26
76140.0,57,0,0,76,Partner,0,Postgraduate,1348,0,21
62859.0,37,0,0,65,Alone,1,Postgraduate,1307,0,23
45906.0,20,0,0,60,Alone,1,Graduate,486,1,15
77632.0,73,0,1,77,Partner,0,Postgraduate,2252,2,13
46463.0,56,0,0,53,Partner,2,Postgraduate,235,0,17
105471.0,36,0,1,54,Partner,0,Graduate,1724,2,30
55282.0,9,0,0,54,Alone,1,Postgraduate,235,0,11
78710.0,42,0,0,47,Partner,1,Postgraduate,1092,0,28
66886.0,28,0,0,66,Partner,1,Graduate,599,0,17
98777.0,23,0,0,64,Alone,0,Postgraduate,2008,1,19
29103.0,38,0,0,39,Partner,1,Graduate,48,0,6
67445.0,63,0,0,50,Partner,1,Graduate,1174,0,32
50616.0,71,0,0,74,Partner,1,Postgraduate,67,0,7
49431.0,9,0,0,69,Alone,1,Graduate,365,0,15
153924.0,81,0,0,49,Alone,0,Graduate,6,0,0
61278.0,87,0,0,71,Partner,1,Graduate,165,0,10
26490.0,92,0,0,66,Partner,0,Undergraduate,210,0,11
73059.0,36,0,0,77,Partner,1,Postgraduate,1095,0,26
46734.0,86,0,0,58,Alone,3,Postgraduate,223,1,12
56253.0,83,0,0,61,Partner,1,Graduate,597,0,22
19986.0,74,0,0,39,Partner,1,Graduate,22,0,4
58330.0,87,0,0,49,Alone,1,Graduate,1064,0,24
25965.0,29,0,0,44,Partner,0,Undergraduate,74,0,6
14661.0,88,0,0,68,Partner,0,Postgraduate,26,0,5
18690.0,77,0,0,65,Partner,0,Graduate,60,0,5
45068.0,25,0,0,50,Partner,1,Postgraduate,20,0,4
21063.0,34,0,0,37,Alone,1,Undergraduate,59,0,7
29187.0,43,0,0,56,Partner,1,Postgraduate,34,0,5
54690.0,76,0,0,53,Partner,2,Undergraduate,198,0,12
59304.0,81,0,0,60,Partner,1,Postgraduate,1048,0,28
59247.0,87,0,0,62,Alone,2,Postgraduate,574,0,21
66731.0,33,0,0,54,Alone,1,Graduate,1029,0,17
77353.0,38,0,0,44,Partner,1,Graduate,670,0,20
52614.0,63,0,0,49,Alone,1,Postgraduate,990,0,16
26751.0,26,0,0,50,Partner,2,Graduate,11,0,4
81300.0,17,0,1,61,Partner,1,Postgraduate,1241,1,21
70337.0,75,0,0,45,Alone,0,Graduate,576,0,17
36145.0,13,0,1,39,Partner,1,Undergraduate,172,1,12
65295.0,19,0,0,44,Alone,0,Postgraduate,664,0,20
68118.0,51,0,0,61,Alone,1,Graduate,928,0,23
68743.0,81,0,0,57,Alone,0,Graduate,2074,0,30
41039.0,32,0,0,42,Partner,0,Undergraduate,467,0,15
38946.0,84,0,0,69,Partner,1,Graduate,257,0,12
65777.0,87,0,0,57,Partner,0,Graduate,1146,0,17
66476.0,99,0,0,48,Alone,1,Postgraduate,689,0,20
86857.0,96,0,1,52,Alone,0,Postgraduate,2114,0,22
160803.0,21,0,0,42,Partner,0,Postgraduate,1717,0,44
77845.0,40,0,0,35,Partner,0,Postgraduate,1346,2,21
69476.0,3,0,0,55,Partner,0,Postgraduate,1044,0,15
50611.0,98,0,1,64,Alone,1,Postgraduate,493,1,22
61209.0,73,0,0,54,Alone,0,Graduate,957,0,13
42315.0,90,0,0,66,Partner,1,Postgraduate,270,0,12
13084.0,29,0,0,72,Partner,0,Undergraduate,29,0,5
47570.0,3,0,1,75,Alone,2,Postgraduate,121,0,9
61923.0,94,0,0,63,Partner,2,Postgraduate,126,0,8
34824.0,65,0,0,29,Alone,0,Graduate,23,0,4
26518.0,33,0,1,75,Alone,2,Postgraduate,57,0,8
45938.0,46,0,0,63,Alone,0,Graduate,636,0,20
78468.0,29,0,0,64,Partner,0,Graduate,1004,1,28
78901.0,99,0,0,51,Alone,1,Graduate,734,0,20
71427.0,26,0,0,46,Partner,2,Graduate,614,0,20
71022.0,30,0,0,46,Alone,1,Graduate,1453,1,21
90247.0,27,0,1,36,Alone,0,Postgraduate,1621,3,15
41335.0,24,0,0,56,Alone,1,Postgraduate,187,0,12
71952.0,93,0,0,38,Partner,1,Graduate,1443,2,22
35682.0,34,0,0,54,Alone,1,Postgraduate,57,0,6
43185.0,88,0,0,73,Alone,1,Graduate,637,0,20
66375.0,96,0,0,76,Partner,1,Postgraduate,948,1,14
35178.0,10,0,1,53,Partner,1,Postgraduate,59,1,5
25252.0,26,0,0,38,Partner,1,Graduate,18,0,4
55250.0,49,0,0,59,Alone,1,Postgraduate,903,0,26
33249.0,11,0,0,49,Alone,1,Graduate,112,0,8
58398.0,44,0,0,71,Partner,0,Graduate,596,0,20
50272.0,75,0,0,42,Partner,1,Graduate,233,0,13
76618.0,64,0,0,49,Partner,0,Postgraduate,1511,0,11
87305.0,19,0,1,64,Alone,0,Undergraduate,1152,1,17
25851.0,45,0,0,46,Partner,1,Graduate,48,0,7
58710.0,77,0,0,54,Alone,1,Graduate,1185,0,31
45160.0,9,0,0,66,Alone,2,Graduate,21,0,4
74806.0,1,0,0,59,Partner,1,Postgraduate,965,0,16
59111.0,90,0,0,70,Partner,0,Graduate,869,0,21
18988.0,43,0,0,40,Partner,1,Postgraduate,16,0,6
72190.0,79,0,0,59,Partner,0,Graduate,1947,0,16
7500.0,19,0,1,48,Partner,1,Graduate,71,1,12
44794.0,99,0,0,58,Partner,1,Graduate,65,0,6
80395.0,62,0,0,69,Partner,0,Graduate,1380,1,24
75012.0,41,0,0,48,Alone,0,Postgraduate,1027,0,23
56962.0,60,0,0,59,Partner,3,Postgraduate,411,0,21
89891.0,17,0,0,33,Partner,0,Graduate,836,1,26
35946.0,24,0,0,75,Alone,2,Postgraduate,11,0,4
53593.0,60,0,0,71,Partner,2,Postgraduate,480,0,23
66373.0,57,0,0,46,Partner,2,Graduate,606,0,23
45072.0,74,0,0,76,Alone,3,Postgraduate,284,0,16
89694.0,22,0,0,51,Alone,2,Graduate,1472,3,14
72025.0,46,0,1,75,Partner,0,Graduate,1677,3,26
67432.0,69,0,0,51,Partner,1,Graduate,1335,0,19
70545.0,29,0,0,72,Partner,1,Postgraduate,334,0,13
17487.0,37,0,0,35,Partner,1,Undergraduate,18,0,4
62882.0,26,0,0,55,Partner,1,Graduate,1338,0,20
64108.0,8,0,0,71,Alone,1,Postgraduate,1099,0,30
34941.0,26,0,0,68,Partner,2,Postgraduate,97,0,8
48767.0,79,0,0,74,Alone,3,Postgraduate,63,0,9
38702.0,71,0,0,46,Partner,1,Undergraduate,109,0,9
82224.0,83,0,0,60,Partner,0,Graduate,902,1,21
83844.0,57,0,0,72,Partner,0,Graduate,1574,1,20
17003.0,37,0,0,49,Partner,1,Undergraduate,38,0,9
71163.0,30,0,0,29,Alone,0,Graduate,960,0,24
33697.0,34,0,0,54,Alone,1,Graduate,28,1,4
63564.0,0,0,1,70,Partner,0,Undergraduate,1215,1,28
83443.0,89,0,0,52,Partner,0,Postgraduate,1497,0,22
51518.0,92,0,0,66,Partner,1,Postgraduate,449,0,17
58330.0,87,0,0,49,Alone,1,Graduate,1064,0,24
80952.0,20,0,1,55,Partner,0,Graduate,1757,3,25
75507.0,56,0,0,45,Partner,0,Graduate,1440,0,21
63855.0,28,0,0,46,Partner,0,Undergraduate,1006,0,24
62220.0,55,0,1,52,Partner,1,Postgraduate,1226,0,23
58512.0,25,0,0,60,Partner,1,Graduate,1171,0,20
40662.0,0,0,0,45,Partner,1,Postgraduate,92,0,8
38829.0,86,0,0,65,Partner,1,Postgraduate,99,0,8
35523.0,8,0,0,43,Partner,1,Undergraduate,66,0,8
79146.0,33,0,0,57,Alone,2,Graduate,564,0,19
78285.0,13,0,0,36,Partner,0,Postgraduate,1427,0,21
31626.0,12,0,1,46,Alone,1,Postgraduate,86,1,6
75127.0,92,0,0,72,Alone,0,Graduate,833,0,19
48726.0,90,0,0,69,Partner,1,Graduate,242,0,12
74985.0,8,0,0,47,Partner,0,Graduate,1869,0,17
67430.0,6,0,0,37,Partner,0,Graduate,1364,0,29
46891.0,91,0,0,59,Partner,1,Undergraduate,183,0,8
62058.0,52,0,0,68,Partner,1,Postgraduate,450,0,18
72063.0,3,0,0,45,Partner,1,Graduate,758,0,21
78939.0,57,0,0,73,Partner,0,Postgraduate,1507,0,20
42720.0,9,0,1,59,Alone,2,Graduate,654,0,25
33622.0,22,0,0,52,Partner,2,Graduate,81,0,9
6835.0,76,0,0,67,Partner,1,Postgraduate,137,0,1
41452.0,86,0,0,71,Partner,2,Graduate,16,0,4
40760.0,64,0,0,59,Alone,1,Postgraduate,93,0,8
74250.0,90,0,0,66,Partner,0,Postgraduate,1158,0,18
51124.0,79,0,0,69,Alone,2,Postgraduate,43,0,6
72258.0,28,0,0,53,Alone,1,Graduate,1525,0,22
71466.0,86,0,0,50,Alone,0,Postgraduate,1230,0,19
36283.0,42,0,0,48,Partner,2,Graduate,29,0,6
20587.0,39,0,0,54,Alone,1,Graduate,25,0,5
30467.0,8,0,0,52,Partner,1,Graduate,24,0,4
31590.0,40,0,0,52,Partner,1,Graduate,38,0,5
20425.0,5,0,0,38,Partner,1,Undergraduate,57,0,7
17144.0,96,0,0,64,Partner,2,Postgraduate,47,0,12
42564.0,28,0,1,56,Alone,1,Postgraduate,813,1,24
43783.0,22,0,0,46,Partner,1,Postgraduate,629,1,22
40780.0,30,0,0,48,Alone,1,Graduate,377,0,17
62847.0,45,0,0,79,Partner,0,Postgraduate,1612,0,14
82017.0,58,0,1,67,Partner,0,Postgraduate,729,3,17
16813.0,49,0,0,74,Alone,0,Graduate,50,1,6
51267.0,37,0,0,46,Partner,2,Graduate,270,0,15
46524.0,70,0,0,63,Alone,1,Graduate,177,0,9
45183.0,33,0,0,62,Alone,0,Postgraduate,315,1,13
70421.0,98,0,0,70,Partner,1,Postgraduate,767,0,23
60161.0,17,0,0,59,Alone,1,Undergraduate,1071,0,26
73926.0,54,0,0,51,Partner,0,Graduate,1580,0,24
19329.0,39,0,0,56,Partner,1,Graduate,60,0,10
61872.0,81,0,0,54,Partner,1,Postgraduate,573,0,21
46984.0,71,0,0,68,Alone,2,Graduate,41,0,5
34838.0,62,0,0,73,Partner,2,Graduate,170,0,10
82716.0,8,0,0,80,Alone,0,Postgraduate,1167,0,28
48192.0,76,0,1,66,Partner,0,Graduate,1526,3,25
49681.0,66,0,0,48,Partner,2,Postgraduate,458,0,21
56850.0,83,0,0,53,Partner,1,Postgraduate,63,0,6
55267.0,28,0,0,67,Partner,1,Graduate,405,0,17
59666.0,87,0,0,52,Partner,2,Graduate,1027,1,20
72504.0,43,0,0,52,Alone,1,Graduate,1478,0,22
26872.0,0,0,0,43,Partner,0,Graduate,72,0,5
21359.0,1,0,1,52,Alone,1,Graduate,48,0,7
73170.0,1,0,0,49,Alone,0,Graduate,726,0,16
52750.0,72,0,0,69,Partner,1,Postgraduate,860,0,27
91820.0,72,0,0,38,Partner,0,Postgraduate,1497,0,22
65968.0,12,0,0,54,Partner,1,Postgraduate,495,0,18
30772.0,89,0,0,48,Partner,2,Graduate,20,0,4
22507.0,67,0,0,70,Alone,0,Graduate,570,0,19
65685.0,54,0,0,52,Partner,1,Graduate,769,0,21
25804.0,34,0,0,46,Partner,1,Undergraduate,55,0,7
76412.0,15,0,1,44,Alone,0,Postgraduate,1808,2,18
22063.0,43,0,0,52,Partner,1,Graduate,55,0,7
57091.0,0,0,1,63,Alone,0,Graduate,577,1,18
22419.0,74,0,0,61,Partner,0,Graduate,162,0,8
87771.0,61,0,1,65,Partner,1,Graduate,1957,4,20
78353.0,51,0,0,65,Alone,1,Undergraduate,1576,0,24
93404.0,97,0,0,70,Partner,3,Graduate,1616,2,17
37859.0,75,0,0,62,Alone,3,Graduate,36,0,6
80995.0,83,0,0,66,Alone,1,Postgraduate,1482,0,22
16529.0,23,0,0,40,Partner,1,Graduate,22,0,5
55412.0,65,0,0,48,Alone,2,Postgraduate,63,0,6
48789.0,94,0,0,32,Alone,0,Graduate,680,0,18
56575.0,42,0,0,57,Partner,2,Postgraduate,542,0,20
25130.0,10,0,0,44,Partner,1,Undergraduate,50,0,7
35441.0,94,0,0,57,Partner,2,Graduate,39,0,6
71391.0,50,0,0,68,Partner,1,Graduate,1043,0,28
49494.0,46,0,0,52,Alone,1,Postgraduate,385,0,14
81702.0,98,0,0,44,Alone,0,Graduate,1633,0,27
45889.0,42,0,0,44,Alone,1,Undergraduate,46,0,5
56628.0,30,0,0,47,Alone,1,Graduate,761,1,20
34026.0,11,0,0,74,Partner,2,Graduate,76,0,9
40049.0,61,0,0,50,Partner,1,Graduate,290,0,14
34176.0,12,0,0,36,Alone,1,Graduate,89,0,11
19419.0,76,0,0,43,Partner,1,Graduate,70,0,11
82504.0,2,0,0,64,Partner,0,Undergraduate,1066,0,17
81205.0,43,0,1,54,Partner,0,Graduate,2009,3,19
61618.0,27,0,0,33,Alone,0,Undergraduate,1345,0,19
55284.0,60,0,0,68,Alone,1,Postgraduate,764,0,23
49980.0,79,0,0,61,Alone,1,Graduate,195,0,11
15072.0,96,0,0,44,Partner,2,Graduate,53,0,11
49166.0,17,0,0,50,Alone,1,Graduate,368,0,13
65324.0,0,0,0,70,Partner,1,Postgraduate,544,0,20
82347.0,38,0,0,67,Partner,0,Undergraduate,1853,2,25
30843.0,43,0,0,58,Partner,2,Postgraduate,35,1,6
46374.0,1,0,1,50,Partner,1,Postgraduate,446,2,18
60474.0,25,0,0,45,Alone,1,Graduate,1180,0,31
38576.0,2,0,0,51,Partner,1,Postgraduate,41,0,5
55357.0,66,0,0,39,Partner,2,Graduate,727,0,22
37758.0,49,0,0,58,Partner,2,Graduate,40,0,6
85710.0,5,0,0,35,Partner,0,Undergraduate,1062,1,26
23228.0,71,0,0,55,Partner,1,Graduate,40,0,7
44602.0,35,0,0,55,Partner,2,Postgraduate,292,0,17
7500.0,94,0,0,37,Partner,0,Graduate,15,0,4
38683.0,80,0,0,35,Partner,1,Undergraduate,341,0,17
49514.0,61,0,0,49,Alone,1,Undergraduate,369,0,13
57906.0,29,0,0,51,Partner,1,Postgraduate,401,0,17
43456.0,0,0,0,58,Alone,1,Postgraduate,393,0,17
19485.0,80,0,0,38,Alone,2,Postgraduate,10,0,4
53172.0,54,0,0,46,Partner,1,Graduate,486,0,16
30545.0,71,0,0,45,Partner,1,Graduate,69,0,7
70123.0,27,0,0,41,Partner,0,Postgraduate,1727,2,17
62450.0,61,0,0,65,Alone,1,Graduate,995,1,16
21675.0,55,0,0,48,Partner,1,Graduate,45,0,10
42395.0,35,0,0,43,Alone,2,Undergraduate,182,0,12
61346.0,34,0,0,46,Partner,1,Postgraduate,989,0,23
80812.0,95,0,0,71,Partner,0,Graduate,1677,3,18
42835.0,64,0,0,53,Alone,2,Postgraduate,595,0,23
39922.0,30,0,0,41,Partner,1,Graduate,156,0,9
86424.0,12,0,0,68,Alone,0,Postgraduate,1226,0,28
17117.0,96,0,0,46,Partner,1,Undergraduate,128,0,11
24762.0,16,0,1,52,Alone,1,Graduate,86,1,9
35797.0,16,0,0,49,Partner,1,Graduate,68,0,7
36627.0,78,0,0,49,Alone,2,Graduate,16,0,4
51111.0,83,0,0,43,Partner,2,Undergraduate,55,0,7
86857.0,96,0,1,52,Alone,0,Postgraduate,2114,0,22
82072.0,67,0,0,54,Partner,0,Postgraduate,2018,0,19
46231.0,87,0,0,71,Alone,3,Postgraduate,263,0,15
